37.386099	-5.991742
37.386164	-5.991812
37.386291	-5.991747
37.386924	-5.991447
37.386702	-5.991122
37.386637	-5.991120
37.386590	-5.990968
37.386454	-5.990770
37.386179	-5.990442
37.386100	-5.990855
37.385945	-5.990805
37.385922	-5.990762
37.386010	-5.990267
37.385781	-5.990098
37.385833	-5.989792
37.385916	-5.989560
37.386008	-5.989465
37.386058	-5.989334
37.386142	-5.989125
37.386226	-5.988915
37.386324	-5.988633
37.386432	-5.988460
37.386463	-5.988426
37.386570	-5.988220
37.386561	-5.988010
37.386506	-5.987743
37.386312	-5.987282
37.386476	-5.987075
37.386621	-5.986896
37.386836	-5.986683
37.387013	-5.986555
37.386935	-5.986376
37.387192	-5.986232
37.387448	-5.986015
37.387553	-5.985929
37.387692	-5.985882
37.387842	-5.985837
37.388064	-5.985746
37.387909	-5.985108
37.387899	-5.985073
37.388026	-5.985029
37.388448	-5.984884
37.388418	-5.984742
37.389184	-5.984449
37.389161	-5.984395
37.388813	-5.983613
37.388794	-5.983433
37.388656	-5.983165
37.388440	-5.982745
37.388249	-5.982384
37.389567	-5.980965
37.390450	-5.979894
37.391227	-5.978953
37.391643	-5.978477
37.391567	-5.978411
37.391537	-5.978322
37.391534	-5.978256
37.391559	-5.978144
37.391588	-5.978071
37.391654	-5.978016
37.390972	-5.976806
37.390496	-5.975963
37.390251	-5.975529
37.390194	-5.975429
37.390096	-5.975258
37.390194	-5.975148
37.390233	-5.975037
37.390240	-5.974956
37.390212	-5.974806
37.390308	-5.974620
37.390403	-5.974501
37.390686	-5.974147
37.390866	-5.973922
37.391276	-5.973408
37.393061	-5.971173
37.393149	-5.971204
37.393248	-5.971202
37.393345	-5.971138
37.393415	-5.971010
37.393516	-5.970883
37.394321	-5.969880
37.394793	-5.969291
37.395268	-5.968698
37.395729	-5.968124
37.396196	-5.967541
37.396859	-5.966714
37.397021	-5.966512
37.397144	-5.966416
37.397229	-5.966273
37.399925	-5.962865
37.400185	-5.962518
37.400433	-5.962177
37.401203	-5.961010
37.401626	-5.960474
37.401901	-5.960124
37.402723	-5.959085
37.402860	-5.958902
37.403197	-5.958477
37.403354	-5.958280
37.404775	-5.956536
37.405963	-5.955029
37.406057	-5.954912
37.406371	-5.954436
37.406568	-5.954138
37.407063	-5.953009
37.407182	-5.952647
37.407348	-5.952140
37.407696	-5.950736
37.408105	-5.949234
37.408159	-5.949047
37.408248	-5.948651
37.408630	-5.947071
37.408909	-5.945931
37.409034	-5.945332
37.409199	-5.944521
37.409271	-5.944155
37.409398	-5.943410
37.409576	-5.942621
37.409803	-5.941655
37.410048	-5.940892
37.410273	-5.940282
37.410600	-5.939475
37.411302	-5.937649
37.413031	-5.933367
37.413688	-5.931780
37.414226	-5.930459
37.415301	-5.927822
37.415492	-5.927324
37.415894	-5.925994
37.416453	-5.924063
37.417060	-5.921771
37.417822	-5.919183
37.418193	-5.918120
37.418598	-5.917156
37.421811	-5.910390
37.424082	-5.905668
37.426073	-5.901405
37.427179	-5.899047
37.428907	-5.895395
37.432124	-5.888701
37.433446	-5.885984
37.433991	-5.884805
37.434281	-5.884056
37.434511	-5.883169
37.434643	-5.882382
37.434689	-5.882069
37.434723	-5.881709
37.434759	-5.881101
37.434762	-5.880478
37.434704	-5.879689
37.434584	-5.878839
37.434434	-5.878212
37.434270	-5.877620
37.433992	-5.876848
37.433589	-5.875972
37.433168	-5.875133
37.431108	-5.871165
37.430883	-5.870719
37.430692	-5.870256
37.430515	-5.869818
37.430372	-5.869320
37.430133	-5.868359
37.430041	-5.867651
37.429971	-5.866678
37.429978	-5.866339
37.429995	-5.865670
37.430044	-5.865001
37.430281	-5.861887
37.430338	-5.860763
37.430522	-5.858634
37.430847	-5.853988
37.431006	-5.851725
37.431231	-5.848180
37.431537	-5.844132
37.431544	-5.843926
37.431657	-5.841806
37.431796	-5.839663
37.431837	-5.839116
37.432076	-5.835417
37.432173	-5.833778
37.432185	-5.833537
37.432192	-5.832782
37.432151	-5.831958
37.431537	-5.826396
37.431293	-5.824170
37.431006	-5.821555
37.430985	-5.820362
37.431067	-5.819555
37.431210	-5.818783
37.431483	-5.817890
37.431789	-5.817164
37.432121	-5.816431
37.433431	-5.813578
37.434176	-5.811936
37.435447	-5.809008
37.437270	-5.804701
37.437958	-5.803076
37.439000	-5.800604
37.440479	-5.797162
37.442224	-5.793094
37.443668	-5.789583
37.444288	-5.787935
37.445459	-5.784408
37.445629	-5.783893
37.446111	-5.782410
37.446419	-5.781499
37.446703	-5.780625
37.447721	-5.777585
37.449420	-5.772426
37.450816	-5.768040
37.452179	-5.763920
37.452936	-5.761534
37.453474	-5.759757
37.454169	-5.757611
37.454905	-5.755543
37.455845	-5.752831
37.456656	-5.750247
37.457242	-5.748299
37.458182	-5.745132
37.458782	-5.743278
37.459476	-5.741269
37.460076	-5.739458
37.461943	-5.733708
37.462672	-5.731502
37.463067	-5.730343
37.463946	-5.728172
37.464607	-5.726455
37.464968	-5.725434
37.466466	-5.720782
37.467154	-5.718704
37.467662	-5.717075
37.468210	-5.715314
37.468701	-5.713718
37.469355	-5.711417
37.469743	-5.709941
37.469975	-5.708902
37.470084	-5.708156
37.470172	-5.707229
37.470193	-5.706182
37.470165	-5.705255
37.470056	-5.704371
37.469934	-5.703572
37.469416	-5.700603
37.469307	-5.699616
37.469266	-5.698234
37.469300	-5.697212
37.469430	-5.696165
37.469838	-5.693865
37.470022	-5.693058
37.470336	-5.691745
37.470567	-5.690981
37.471187	-5.689316
37.471685	-5.687960
37.472080	-5.686475
37.472338	-5.685102
37.472563	-5.682613
37.472754	-5.680836
37.473020	-5.679274
37.473224	-5.678510
37.473592	-5.677506
37.473973	-5.676665
37.474293	-5.676046
37.475942	-5.673317
37.476814	-5.671909
37.477359	-5.670862
37.477679	-5.670133
37.477944	-5.669446
37.478292	-5.668330
37.478530	-5.667318
37.478905	-5.665283
37.479034	-5.664545
37.479171	-5.663756
37.479532	-5.662151
37.479729	-5.661241
37.479947	-5.660400
37.480117	-5.659876
37.480444	-5.659035
37.480612	-5.658663
37.481098	-5.657524
37.481790	-5.656234
37.482669	-5.654817
37.483506	-5.653461
37.484664	-5.651667
37.485052	-5.650946
37.485550	-5.649796
37.486193	-5.647920
37.486370	-5.647448
37.486519	-5.647062
37.486792	-5.646529
37.487235	-5.645757
37.487609	-5.645045
37.488243	-5.643661
37.488543	-5.642717
37.488720	-5.642159
37.488829	-5.641858
37.488993	-5.641558
37.489183	-5.641292
37.489415	-5.641051
37.489673	-5.640861
37.489940	-5.640679
37.490364	-5.640470
37.490637	-5.640307
37.490803	-5.640249
37.491642	-5.639916
37.493921	-5.639070
37.498127	-5.637551
37.499175	-5.637176
37.500107	-5.636598
37.500898	-5.635646
37.501797	-5.634651
37.502836	-5.633987
37.506153	-5.632157
37.508757	-5.630878
37.511793	-5.629696
37.513280	-5.629321
37.515699	-5.628743
37.516769	-5.628465
37.517893	-5.628037
37.519091	-5.627652
37.520300	-5.627384
37.522708	-5.626742
37.523939	-5.626432
37.525062	-5.625961
37.526058	-5.625180
37.527149	-5.624634
37.528455	-5.624377
37.529632	-5.624142
